"ReporterISO3","ProductCode","PartnerISO3","Year","TradeFlowCode","TradeValue in 1000 USD","ReporterName","PartnerName","TradeFlowName","NetWeight in KGM","Quantity","QtyUnit"
"MYS","8471","CHN",2016,6,1365991.822,"Malaysia","China","Export",,32419842,"Item"
"MYS","8471","USA",2015,5,170469.65,"Malaysia","United States","Import",,3341529,"Item"
"MYS","8471","USA",2015,6,1024308.247,"Malaysia","United States","Export",,21711043,"Item"
"MYS","8471","USA",2016,5,116714.241,"Malaysia","United States","Import",,825310,"Item"
"MYS","8471","USA",2016,6,982609.291,"Malaysia","United States","Export",,17375215,"Item"
"MYS","8471","WLD",2015,4,23.705,"Malaysia"," World","Re-Import",,8,"Item"
"MYS","8471","WLD",2015,5,2569907.439,"Malaysia"," World","Import",,81001187,"Item"
"MYS","8471","WLD",2015,6,7632665.856,"Malaysia"," World","Export",,128594206,"Item"
"MYS","8471","WLD",2016,4,3.38,"Malaysia"," World","Re-Import",,23,"Item"
"MYS","8471","WLD",2016,5,2565681.231,"Malaysia"," World","Import",,143026175,"Item"
"MYS","8471","WLD",2016,6,7252494.009,"Malaysia"," World","Export",,108185079,"Item"
"MYS","8504","CHN",2015,5,429643.067,"Malaysia","China","Import",,,"N.Q."
"MYS","8504","CHN",2015,6,56783.851,"Malaysia","China","Export",,,"N.Q."
"MYS","8504","CHN",2016,5,451173.823,"Malaysia","China","Import",,,"N.Q."
"MYS","8504","CHN",2016,6,46883.566,"Malaysia","China","Export",,,"N.Q."
"MYS","8504","USA",2015,5,87893.979,"Malaysia","United States","Import",,,"N.Q."
"MYS","8504","USA",2015,6,110835.465,"Malaysia","United States","Export",,,"N.Q."
"MYS","8504","USA",2016,5,82442.937,"Malaysia","United States","Import",,,"N.Q."
"MYS","8504","USA",2016,6,118508.481,"Malaysia","United States","Export",,,"N.Q."
"MYS","8504","WLD",2015,4,73.079,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8504","WLD",2015,5,1141266.241,"Malaysia"," World","Import",,,"N.Q."
"MYS","8504","WLD",2015,6,720066.659,"Malaysia"," World","Export",,,"N.Q."
"MYS","8504","WLD",2016,4,57.383,"Malaysia"," World","Re-Import",,,"N.Q."
"MYS","8504","WLD",2016,5,1148073.757,"Malaysia"," World","Import",,,"N.Q."
"MYS","8504","WLD",2016,6,692894.033,"Malaysia"," World","Export",,,"N.Q."
"MYS","8517","CHN",2015,5,1357756.095,"Malaysia","China","Import",8249515,,"N.Q."
